episode,steps,global_step_end,episode_time_s,elapsed_run_time_s,total_reward,total_reward_raw,total_reward_benefit,total_reward_chemical_cost,total_reward_ph_cost,total_stage1_vfa_produced_kgCOD,total_stage2_vfa_removed_kgCOD,total_stage2_ch4_m3,total_chemical_kmol,total_ph_violation_pH_d,final_stage1_pH,final_stage2_pH,mean_stage1_pH,mean_stage2_pH
66,56,3752,5.047735929489136,461.5463025569916,78.18261178000405,7818.261178000406,10337.894814607997,19.5105,2500.12313660759,5072.3640122614,4998.402996590512,2671.278057560839,650.35,5.000246273215179,6.273309070843129,8.952853500369224,6.887443126060203,7.846770297987959
67,56,3808,5.768898963928223,468.5460548400879,79.72421758285839,7972.42175828584,10567.506346372553,16.767975,2578.3166130867126,5218.128764759984,5101.806582972062,2475.709986405058,558.9325,5.156633226173426,5.327219309552987,8.913890607669435,6.688754336622468,7.842059986874956
68,56,3864,5.040473222732544,474.71494913101196,79.79237214456991,7979.237214456991,10442.957544835452,31.466550000000005,2432.253780378462,5137.276805064883,5048.776698899682,2569.0404087088837,1048.8850000000002,4.864507560756923,5.577021101509231,8.884583006071194,6.803526068949291,7.830298837374893
69,56,3920,4.8409154415130615,480.7921483516693,82.16088190756403,8216.088190756403,10650.774457379253,24.011475000000004,2410.6747916228483,5203.979922919309,5128.935758245852,3178.5877621409254,800.3825,4.821349583245697,5.492612942724489,7.405729205205571,6.779033349336759,7.914574691742173
70,56,3976,4.983024597167969,486.93710827827454,83.86647688705688,8386.647688705689,10405.798931405152,21.870449999999998,1997.2807926994637,5064.935009879285,5024.765707611234,3160.9821391463247,729.015,3.994561585398927,6.219739438251837,7.296024808062045,6.90511210055128,7.614594394143593
71,56,4032,4.906870365142822,493.38382720947266,84.13438890438181,8413.438890438181,10537.69902620931,28.451475000000002,2095.808660771128,5152.763277704671,5095.506581937505,2894.2916656713314,948.3824999999999,4.191617321542255,5.862958408733673,7.849148444966333,6.870225287513757,7.6343435883234605
72,56,4088,5.225403308868408,499.7721178531647,88.41397402021846,8841.397402021847,10595.931219087162,15.491925000000002,1739.0418920653156,5158.895451214795,5115.917018137114,3211.187497352533,516.3975,3.478083784130631,5.420739763142874,7.261233793479939,6.76177836528272,7.495313031771817
73,56,4144,4.837205171585083,505.78922390937805,83.51101802575543,8351.101802575544,10201.035380517986,12.298575,1837.6350029424425,4964.104851109922,4933.119955051915,3038.105743561502,409.9525,3.6752700058848857,6.379834325467151,7.924507584875892,6.90734911907675,7.3669774348308765
74,56,4200,6.6153154373168945,513.8145022392273,79.35210561205628,7935.2105612056275,10249.550273636278,18.14745,2296.1922624306508,5017.5980278849975,4945.670338834714,2862.819069165665,604.915,4.592384524861302,5.832527815330469,8.152588624351255,6.843655305783457,7.898791565764698
75,56,4256,4.947922706604004,520.0749025344849,86.37883268753204,8637.883268753205,10463.119948967198,7.197524999999999,1818.0391552139945,5090.660482606507,5057.180794891263,3152.786714694285,239.9175,3.636078310427989,6.330928037074726,7.660148752936774,6.912096270405195,7.2908358490840115
