target,time,prbs_segment,stage1_pH_sp,stage2_pH_sp,stage1_pH,stage2_pH,stage1_q_NaOH_m3_d,stage1_u_NaOH_kmol_d,stage1_q_HCl_m3_d,stage1_u_HCl_kmol_d,stage2_q_NaOH_m3_d,stage2_u_NaOH_kmol_d,stage2_q_HCl_m3_d,stage2_u_HCl_kmol_d
stage1,14.73958333,8,7.0,7.0,6.958581884953597,7.010680559867217,1.2238113141924762,30.595282854811906,0.0,0.0,0.0,0.0,2.9644455934873912,33.49823520640752
stage1,14.75,8,7.0,7.0,6.958661346193,7.010676656291278,1.2238113141924762,30.595282854811906,0.0,0.0,0.0,0.0,2.9644455934873912,33.49823520640752
stage1,14.76041667,8,7.0,7.0,6.958737050463394,7.010673211364668,1.224304503710315,30.607612592757878,0.0,0.0,0.0,0.0,2.965861927471057,33.51423978042295
stage1,14.77083333,8,7.0,7.0,6.958817668271223,7.0106685269327045,1.224304503710315,30.607612592757878,0.0,0.0,0.0,0.0,2.965861927471057,33.51423978042295
stage1,14.78125,8,7.0,7.0,6.958894134476272,7.0106644811538805,1.224304503710315,30.607612592757878,0.0,0.0,0.0,0.0,2.965861927471057,33.51423978042295
stage1,14.79166667,8,7.0,7.0,6.9589683155463975,7.010660666337598,1.224304503710315,30.607612592757878,0.0,0.0,0.0,0.0,2.965861927471057,33.51423978042295
stage1,14.80208333,8,7.0,7.0,6.959038948469216,7.010657297450942,1.224304503710315,30.607612592757878,0.0,0.0,0.0,0.0,2.965861927471057,33.51423978042295
stage1,14.8125,8,7.0,7.0,6.959107097561149,7.010654221426547,1.2256465983196159,30.641164957990398,0.0,0.0,0.0,0.0,2.9677936490617354,33.53606823439761
stage1,14.82291667,8,7.0,7.0,6.959192064349415,7.010649429532949,1.2256465983196159,30.641164957990398,0.0,0.0,0.0,0.0,2.9677936490617354,33.53606823439761
stage1,14.83333333,8,7.0,7.0,6.959272410658058,7.010645307311991,1.2256465983196159,30.641164957990398,0.0,0.0,0.0,0.0,2.9677936490617354,33.53606823439761
stage1,14.84375,8,7.0,7.0,6.959350574412134,7.010641416032091,1.2256465983196159,30.641164957990398,0.0,0.0,0.0,0.0,2.9677936490617354,33.53606823439761
stage1,14.85416667,8,7.0,7.0,6.959425074444464,7.010637980999913,1.2261301388803505,30.653253472008764,0.0,0.0,0.0,0.0,2.9692047486653923,33.552013659918934
stage1,14.86458333,8,7.0,7.0,6.959504415545375,7.010633311564353,1.2261301388803505,30.653253472008764,0.0,0.0,0.0,0.0,2.9692047486653923,33.552013659918934
stage1,14.875,8,7.0,7.0,6.959579696179166,7.010629277561641,1.2261301388803505,30.653253472008764,0.0,0.0,0.0,0.0,2.9692047486653923,33.552013659918934
stage1,14.88541667,8,7.0,7.0,6.959652758402982,7.0106254751361075,1.2261301388803505,30.653253472008764,0.0,0.0,0.0,0.0,2.9692047486653923,33.552013659918934
stage1,14.89583333,8,7.0,7.0,6.959722342707762,7.010622115929721,1.2261301388803505,30.653253472008764,0.0,0.0,0.0,0.0,2.9692047486653923,33.552013659918934
stage1,14.90625,8,7.0,7.0,6.959789515943633,7.01061904970808,1.2274361632710176,30.68590408177544,0.0,0.0,0.0,0.0,2.971129595509134,33.57376442925322
stage1,14.91666667,8,7.0,7.0,6.9598730574706,7.01061427243934,1.2274361632710176,30.68590408177544,0.0,0.0,0.0,0.0,2.971129595509134,33.57376442925322
stage1,14.92708333,8,7.0,7.0,6.959952107095058,7.010610162659275,1.2274361632710176,30.68590408177544,0.0,0.0,0.0,0.0,2.971129595509134,33.57376442925322
stage1,14.9375,8,7.0,7.0,6.960029021075517,7.01060628376695,1.2274361632710176,30.68590408177544,0.0,0.0,0.0,0.0,2.971129595509134,33.57376442925322
stage1,14.94791667,8,7.0,7.0,6.960102357353937,7.01060285873153,1.2279074985913134,30.697687464782835,0.0,0.0,0.0,0.0,2.9725355229959813,33.58965140985459
stage1,14.95833333,8,7.0,7.0,6.9601804215584195,7.0105982043783035,1.2279074985913134,30.697687464782835,0.0,0.0,0.0,0.0,2.9725355229959813,33.58965140985459
